OrderID,OrderDate,ProductID,CustomerID,Region,Channel,Quantity,Revenue
O1220,2024-01-15,P010,C168,Alagoas,Online,5,4376.97
O1221,2024-06-21,P055,C261,Mato Grosso,Loja Física,4,3663.76
O1222,2024-06-09,P051,C241,Rio Grande do Sul,Online,3,2592.21
O1223,2024-09-16,P049,C452,Espírito Santo,Loja Física,8,2642.57
O1224,2024-11-22,P012,C165,Rio de Janeiro,Loja Física,9,3503.1
O1225,2022-12-24,P046,C490,Sergipe,Loja Física,5,2947.81
O1226,2024-11-04,P041,C472,Rio Grande do Sul,Online,4,1175.68
O1227,2024-11-10,P013,C232,Alagoas,Loja Física,4,1599.4
O1228,2023-04-10,P057,C194,Mato Grosso,Online,6,1347.19
O1229,2023-10-16,P006,C069,Paraná,Online,5,2278.08
O1230,2024-10-11,P023,C118,Mato Grosso,Online,8,2610.08
O1231,2024-09-06,P022,C219,Rio Grande do Norte,Loja Física,7,2103.87
O1232,2023-04-11,P052,C255,Maranhão,Loja Física,7,221.12
O1233,2024-11-20,P029,C120,Bahia,Online,6,4517.23
O1234,2024-11-09,P019,C432,Distrito Federal,Online,5,4640.37
O1235,2022-12-24,P007,C061,Amazonas,Loja Física,1,2775.53
O1236,2024-09-05,P022,C101,Minas Gerais,Loja Física,5,1583.31
O1237,2023-09-30,P053,C394,Minas Gerais,Loja Física,4,3557.65
O1238,2024-07-30,P009,C438,Paraná,Loja Física,1,3873.37
O1239,2023-12-15,P019,C422,Paraíba,Loja Física,7,4127.12
O1240,2023-04-19,P049,C336,Acre,Loja Física,9,4947.45
O1241,2024-11-22,P010,C444,Pernambuco,Online,4,3644.35
O1242,2024-06-29,P014,C243,Alagoas,Loja Física,8,1769.23
O1243,2024-10-03,P006,C161,Tocantins,Loja Física,7,1126.97
O1244,2024-11-14,P029,C437,Goiás,Online,6,780.86
O1245,2023-07-08,P056,C066,Ceará,Online,8,4070.97
O1246,2024-10-06,P054,C182,Maranhão,Online,7,2186.02
O1247,2022-12-25,P049,C207,Paraná,Loja Física,6,2976.08
O1248,2022-12-03,P037,C403,Amapá,Online,3,4888.49
O1249,2023-07-15,P022,C291,Espírito Santo,Loja Física,7,1100.6
O1250,2024-02-10,P026,C033,Goiás,Loja Física,4,2426.41
O1251,2024-03-08,P022,C292,Rio Grande do Norte,Loja Física,2,939.98
O1252,2023-02-17,P044,C284,Roraima,Online,10,2494.21
O1253,2024-11-16,P012,C102,Amazonas,Loja Física,5,1108.87
O1254,2023-08-13,P019,C338,Distrito Federal,Online,8,381.52
O1255,2023-07-05,P034,C006,Roraima,Loja Física,7,2016.42
O1256,2023-11-13,P008,C067,Goiás,Loja Física,8,3741.4
O1257,2024-04-07,P025,C490,Tocantins,Online,4,1617.81
O1258,2024-01-21,P053,C364,Minas Gerais,Loja Física,3,3058.18
O1259,2024-01-07,P020,C301,Tocantins,Loja Física,5,1088.34
O1260,2023-12-14,P010,C229,Amazonas,Loja Física,10,4057.07
O1261,2024-10-16,P034,C169,Mato Grosso,Loja Física,8,2367.21
O1262,2024-11-24,P003,C378,Amazonas,Loja Física,8,1799.23
O1263,2023-03-10,P054,C365,Rio Grande do Sul,Loja Física,7,3103.83
O1264,2024-09-17,P052,C436,Roraima,Loja Física,4,979.93
O1265,2023-12-22,P040,C376,Piauí,Loja Física,7,4563.08
O1266,2023-11-24,P012,C358,Mato Grosso,Online,7,3523.36
O1267,2023-06-25,P003,C123,Roraima,Loja Física,9,1530.26
O1268,2023-04-24,P059,C035,Rio de Janeiro,Online,8,2115.26
O1269,2024-08-15,P049,C284,Pará,Loja Física,2,3801.44
O1270,2023-02-21,P033,C393,Paraná,Loja Física,7,2309.59
O1271,2023-08-09,P017,C107,Distrito Federal,Online,8,230.92
O1272,2023-04-01,P041,C356,Minas Gerais,Loja Física,7,1783.92
O1273,2024-06-15,P026,C439,Tocantins,Loja Física,1,152.61
O1274,2023-11-17,P008,C364,Rondônia,Loja Física,8,2475.32
O1275,2024-04-12,P005,C043,Goiás,Online,8,787.25
O1276,2023-06-13,P053,C143,Santa Catarina,Online,3,4208.63
O1277,2024-06-06,P039,C052,Roraima,Loja Física,2,2719.8
O1278,2023-04-19,P026,C087,Amazonas,Online,5,852.13
O1279,2022-12-06,P023,C092,Tocantins,Online,9,1159.22
O1280,2024-06-20,P045,C025,Santa Catarina,Online,7,3482.7
O1281,2023-08-14,P029,C027,Mato Grosso do Sul,Online,1,3884.81
O1282,2024-08-01,P050,C104,Alagoas,Loja Física,4,1079.93
O1283,2023-07-13,P002,C216,Acre,Online,6,4120.58
O1284,2024-02-10,P044,C343,Amazonas,Online,2,4004.93
O1285,2024-05-02,P054,C341,Roraima,Online,1,2136.83
O1286,2024-07-06,P007,C418,Maranhão,Loja Física,9,3171.25
O1287,2023-04-25,P040,C107,Goiás,Loja Física,7,691.94
O1288,2023-04-11,P014,C055,Paraíba,Loja Física,3,173.47
O1289,2024-03-14,P042,C162,Acre,Loja Física,4,2348.0
O1290,2024-09-20,P005,C337,Santa Catarina,Loja Física,10,1908.0
O1291,2024-04-05,P005,C454,Tocantins,Loja Física,5,3860.97
O1292,2024-10-22,P032,C053,Rio de Janeiro,Online,5,4799.27
O1293,2023-10-06,P039,C167,Espírito Santo,Loja Física,3,1727.03
O1294,2024-08-29,P041,C390,Rio de Janeiro,Loja Física,8,430.82
O1295,2023-10-24,P002,C312,Mato Grosso,Loja Física,7,2604.03
O1296,2023-12-31,P048,C120,Distrito Federal,Online,4,203.95
O1297,2023-08-07,P049,C460,Pará,Loja Física,4,3715.78
O1298,2023-02-01,P049,C125,Mato Grosso do Sul,Online,1,774.02
O1299,2023-10-03,P032,C152,Tocantins,Online,7,1101.49
O1300,2024-04-28,P003,C122,São Paulo,Loja Física,6,757.91
O1301,2023-02-08,P021,C330,Rio Grande do Sul,Online,9,3979.72
O1302,2023-04-18,P027,C332,Santa Catarina,Loja Física,1,1222.15
O1303,2023-03-15,P047,C170,Maranhão,Online,4,2742.63
O1304,2023-12-01,P059,C470,Minas Gerais,Online,4,3079.51
O1305,2023-08-04,P025,C267,Maranhão,Online,8,3185.93
O1306,2024-11-21,P005,C446,Sergipe,Online,4,355.32
O1307,2023-06-06,P010,C481,Tocantins,Online,2,951.01
O1308,2022-12-01,P036,C426,Rio Grande do Sul,Online,4,2586.38
O1309,2023-06-16,P028,C372,Rio Grande do Norte,Loja Física,3,3636.2
O1310,2023-09-19,P016,C218,Roraima,Online,5,1498.23
O1311,2023-05-27,P029,C496,Espírito Santo,Online,5,4325.89
O1312,2023-11-07,P031,C041,Paraíba,Loja Física,7,922.05
O1313,2024-07-03,P029,C217,Distrito Federal,Loja Física,3,4116.06
O1314,2023-06-21,P051,C247,Acre,Loja Física,7,4284.81
O1315,2023-08-09,P049,C465,Ceará,Online,9,3660.58
O1316,2023-07-18,P017,C195,Rio Grande do Norte,Loja Física,8,1487.81
O1317,2024-02-21,P036,C311,Sergipe,Online,6,769.62
O1318,2024-06-09,P031,C101,Rondônia,Online,1,162.89
O1319,2024-02-13,P033,C374,São Paulo,Loja Física,8,2082.32
O1320,2022-12-04,P027,C482,Pernambuco,Loja Física,7,2498.8
O1321,2023-06-17,P042,C302,Amazonas,Loja Física,1,4963.12
O1322,2024-04-16,P008,C198,Mato Grosso,Online,4,3838.46
O1323,2023-09-01,P017,C395,Paraná,Loja Física,9,3574.73
O1324,2024-05-17,P041,C353,Paraíba,Online,7,4639.94
O1325,2023-05-28,P048,C127,Alagoas,Loja Física,1,4615.2
O1326,2023-01-13,P024,C324,Rio de Janeiro,Online,3,1380.52
O1327,2024-04-27,P030,C484,Minas Gerais,Online,5,1312.33
O1328,2023-02-25,P038,C488,Minas Gerais,Online,1,671.98
O1329,2023-11-22,P006,C330,Rio de Janeiro,Loja Física,7,3559.74
O1330,2023-07-22,P058,C042,Distrito Federal,Online,7,912.54
O1331,2023-03-30,P028,C130,Rio de Janeiro,Loja Física,9,4841.65
O1332,2023-10-06,P043,C454,Pernambuco,Loja Física,7,3787.07
O1333,2024-05-11,P060,C373,Amazonas,Online,10,3905.79
O1334,2023-12-21,P023,C417,Rondônia,Loja Física,4,4657.08
O1335,2024-11-11,P026,C358,Ceará,Online,3,4100.31
O1336,2024-10-21,P001,C050,Amazonas,Loja Física,9,2142.53
O1337,2024-10-15,P019,C376,Piauí,Online,3,1935.79
O1338,2024-05-25,P046,C069,Tocantins,Loja Física,3,2562.81
O1339,2024-07-15,P008,C231,Mato Grosso,Online,3,1084.61
O1340,2023-07-25,P048,C094,Rio Grande do Sul,Online,5,4916.44
O1341,2024-05-15,P056,C210,Rio Grande do Norte,Online,3,491.07
O1342,2023-02-25,P006,C194,Pará,Loja Física,2,1776.54
O1343,2024-04-05,P038,C121,Sergipe,Loja Física,2,146.58
O1344,2024-11-06,P018,C385,Acre,Online,2,1134.23
O1345,2024-11-25,P051,C004,Pernambuco,Loja Física,8,2418.84
O1346,2023-07-13,P022,C310,Piauí,Loja Física,6,3441.11
O1347,2023-09-07,P022,C162,Santa Catarina,Online,6,3358.88
O1348,2024-03-17,P025,C313,Amapá,Loja Física,6,4050.72
O1349,2023-05-16,P001,C234,Rio de Janeiro,Loja Física,3,225.83
O1350,2023-05-15,P008,C445,Distrito Federal,Loja Física,4,1905.31
O1351,2023-03-09,P040,C352,Minas Gerais,Loja Física,9,2124.32
O1352,2023-12-02,P013,C002,Espírito Santo,Loja Física,1,3205.51
O1353,2023-03-24,P056,C024,Rio Grande do Sul,Loja Física,8,1244.44
O1354,2023-11-14,P032,C205,São Paulo,Online,6,2196.79
O1355,2024-06-28,P060,C483,Sergipe,Online,7,1539.93
O1356,2024-03-10,P013,C365,Rondônia,Online,3,2539.83
O1357,2023-09-12,P006,C155,Santa Catarina,Loja Física,3,4492.4
O1358,2023-10-14,P008,C247,Minas Gerais,Online,4,1137.04
O1359,2024-05-24,P049,C484,Minas Gerais,Online,2,2230.98
O1360,2024-01-26,P046,C015,Roraima,Loja Física,7,3854.91
O1361,2024-11-03,P015,C369,Bahia,Loja Física,2,3360.83
O1362,2023-11-26,P060,C274,Espírito Santo,Loja Física,2,3998.15
O1363,2024-07-06,P022,C447,Alagoas,Online,6,1947.35
O1364,2024-01-17,P046,C381,São Paulo,Loja Física,9,4834.62
O1365,2024-08-09,P028,C414,Alagoas,Online,5,666.88
O1366,2024-04-24,P006,C058,Amazonas,Loja Física,10,4692.33
O1367,2024-08-28,P048,C483,Pará,Loja Física,3,4281.32
O1368,2023-05-14,P025,C296,São Paulo,Online,5,403.24
O1369,2024-07-09,P035,C098,Pernambuco,Loja Física,6,3879.28
O1370,2023-06-06,P052,C348,Rio Grande do Sul,Online,9,3352.34
O1371,2024-05-07,P038,C114,Pará,Loja Física,1,2737.64
O1372,2024-07-04,P030,C162,Rondônia,Loja Física,4,2549.18
O1373,2024-03-02,P030,C076,Mato Grosso do Sul,Loja Física,3,3760.59
O1374,2024-10-04,P055,C411,Santa Catarina,Online,10,1668.68
O1375,2024-07-29,P033,C353,Pará,Loja Física,10,2443.59
O1376,2023-01-28,P054,C111,Sergipe,Loja Física,7,388.18
O1377,2024-01-08,P052,C171,Rondônia,Online,4,3532.0
O1378,2023-11-07,P004,C473,Paraná,Online,8,3664.24
O1379,2024-01-10,P020,C418,Minas Gerais,Online,1,2784.92
O1380,2024-05-25,P022,C217,Minas Gerais,Loja Física,6,3812.8
O1381,2023-09-03,P026,C037,Distrito Federal,Loja Física,5,3512.24
O1382,2023-01-25,P013,C359,Goiás,Loja Física,2,741.41
O1383,2024-11-07,P049,C406,Mato Grosso,Online,5,2341.91
O1384,2024-02-07,P011,C296,Rondônia,Loja Física,8,1526.3
O1385,2023-02-21,P010,C108,Tocantins,Online,1,1874.91
O1386,2023-01-12,P055,C295,Pará,Online,7,4756.95
O1387,2024-08-30,P028,C348,Santa Catarina,Online,1,570.63
O1388,2024-01-25,P031,C092,Amapá,Online,9,3285.48
O1389,2024-10-27,P038,C223,Rondônia,Loja Física,4,266.56
O1390,2023-12-23,P016,C204,Sergipe,Loja Física,10,4777.32
O1391,2023-05-02,P042,C382,Pernambuco,Online,8,4337.99
O1392,2024-02-13,P042,C196,Bahia,Loja Física,6,156.85
O1393,2024-01-16,P008,C043,Pará,Loja Física,9,1202.18
O1394,2023-03-22,P038,C294,Mato Grosso,Loja Física,5,3499.26
O1395,2023-04-02,P007,C407,Mato Grosso,Online,7,2472.54
O1396,2023-08-07,P042,C360,Piauí,Loja Física,10,713.66
O1397,2024-09-19,P021,C033,Rio de Janeiro,Online,7,4083.05
O1398,2024-01-04,P002,C202,Goiás,Loja Física,2,2642.62
O1399,2023-11-04,P038,C276,Rio de Janeiro,Online,4,4831.84
O1400,2023-02-24,P058,C061,Roraima,Online,1,2818.14
O1401,2024-05-07,P052,C161,Pará,Online,3,2917.9
O1402,2023-05-04,P042,C083,Amazonas,Loja Física,1,514.59
O1403,2024-06-04,P008,C260,Ceará,Loja Física,9,940.86
O1404,2024-02-21,P043,C001,Alagoas,Loja Física,1,4736.45
O1405,2023-12-10,P034,C464,Rio Grande do Sul,Loja Física,9,2280.11
O1406,2023-02-04,P037,C252,Rio de Janeiro,Loja Física,9,4562.84
O1407,2024-10-24,P023,C311,Goiás,Online,2,3346.82
O1408,2023-12-27,P003,C122,Amapá,Online,3,1568.58
O1409,2023-11-07,P054,C111,Rondônia,Online,10,1859.42
O1410,2024-08-15,P009,C374,Mato Grosso do Sul,Loja Física,2,2794.26
O1411,2023-01-08,P017,C196,Espírito Santo,Online,7,2334.73
O1412,2023-11-13,P017,C347,Piauí,Online,9,1098.44
O1413,2023-03-08,P041,C376,Bahia,Online,6,2861.85
O1414,2023-12-29,P042,C421,Distrito Federal,Online,7,4125.68
O1415,2023-10-14,P021,C404,Piauí,Loja Física,1,4823.69
O1416,2023-11-15,P016,C040,Bahia,Online,9,638.95
O1417,2024-02-07,P036,C209,Amazonas,Loja Física,2,1877.82
O1418,2023-01-09,P022,C399,Bahia,Online,4,1440.87
O1419,2024-02-03,P007,C194,Alagoas,Loja Física,2,3935.39
O1420,2023-11-20,P008,C090,Distrito Federal,Loja Física,10,4124.58
O1421,2024-05-01,P032,C049,Distrito Federal,Loja Física,10,4340.45
O1422,2024-08-13,P036,C139,Mato Grosso do Sul,Online,1,936.66
O1423,2023-07-23,P049,C200,Roraima,Loja Física,9,2803.19
O1424,2024-06-09,P057,C436,Pernambuco,Loja Física,10,725.1
O1425,2022-12-12,P001,C352,Distrito Federal,Online,3,799.08
O1426,2023-09-29,P037,C377,Bahia,Online,6,3566.76
O1427,2023-06-11,P016,C348,Mato Grosso do Sul,Loja Física,8,997.21
O1428,2024-08-21,P023,C409,Rio Grande do Norte,Loja Física,5,4767.82
O1429,2022-11-28,P034,C483,Rio de Janeiro,Online,5,3214.61
O1430,2024-06-27,P006,C486,Ceará,Loja Física,6,4241.7
O1431,2023-05-14,P041,C041,Amazonas,Online,2,909.05
O1432,2024-02-18,P004,C044,São Paulo,Loja Física,9,4654.99
O1433,2023-01-21,P052,C448,Acre,Loja Física,9,4668.96
O1434,2022-12-31,P009,C246,Sergipe,Online,7,168.11
O1435,2023-10-21,P013,C467,Santa Catarina,Online,7,3542.7
O1436,2023-08-20,P048,C177,Alagoas,Online,10,2298.4
O1437,2024-05-23,P011,C346,Paraná,Online,3,468.1
O1438,2023-01-14,P054,C069,Distrito Federal,Loja Física,1,2171.34
O1439,2024-01-20,P025,C088,Paraíba,Online,6,4578.82
O1440,2023-01-11,P016,C426,Goiás,Online,5,1565.97
O1441,2024-11-20,P019,C136,Tocantins,Online,10,2028.75
O1442,2024-10-20,P060,C157,Espírito Santo,Online,8,4473.22
O1443,2023-01-18,P055,C250,Amapá,Loja Física,1,3116.1
O1444,2024-11-20,P022,C153,Paraíba,Online,1,1813.64
O1445,2023-11-27,P047,C096,Pernambuco,Loja Física,1,596.56
O1446,2022-12-20,P032,C102,Amazonas,Online,7,706.83
O1447,2023-07-06,P032,C004,Rondônia,Loja Física,4,2406.42
O1448,2023-10-09,P024,C154,Paraíba,Loja Física,3,2728.49
O1449,2023-04-14,P018,C056,Rio Grande do Norte,Loja Física,3,785.38
O1450,2024-07-15,P048,C223,Acre,Loja Física,4,642.26
O1451,2023-03-11,P019,C021,Rondônia,Loja Física,7,3745.23
O1452,2024-07-12,P058,C017,Roraima,Online,8,4802.52
O1453,2024-04-07,P018,C061,Piauí,Loja Física,9,2528.28
O1454,2024-06-14,P044,C366,Rondônia,Loja Física,7,2559.11
O1455,2024-04-10,P060,C380,Santa Catarina,Loja Física,3,637.69
O1456,2023-10-18,P007,C406,Acre,Online,3,1786.19
O1457,2023-09-12,P001,C393,Minas Gerais,Online,1,3423.72
O1458,2024-10-18,P022,C220,Mato Grosso do Sul,Online,7,2452.95
O1459,2023-09-19,P019,C249,Amazonas,Loja Física,4,3126.3
O1460,2023-11-09,P047,C262,Roraima,Online,5,3856.97
O1461,2024-10-01,P056,C135,Rio de Janeiro,Online,7,1072.22
O1462,2024-11-07,P046,C401,Rio Grande do Sul,Online,9,3094.39
O1463,2024-10-30,P013,C438,Mato Grosso,Online,4,690.26
O1464,2023-09-15,P026,C020,Bahia,Online,3,2188.88
O1465,2023-09-13,P040,C103,Amazonas,Online,7,2095.76
O1466,2023-01-27,P020,C359,Espírito Santo,Online,4,1747.27
O1467,2024-05-09,P031,C032,Distrito Federal,Loja Física,1,1591.02
O1468,2024-04-23,P018,C187,Bahia,Loja Física,7,1310.15
O1469,2024-10-05,P058,C025,Roraima,Online,1,355.44
O1470,2024-01-18,P048,C165,Tocantins,Loja Física,8,1472.78
O1471,2023-03-09,P039,C052,Piauí,Online,5,4746.81
O1472,2024-04-16,P024,C172,Ceará,Online,2,3377.84
O1473,2024-09-24,P044,C283,Paraná,Online,6,1866.79
O1474,2023-08-23,P052,C186,São Paulo,Loja Física,4,3286.22
O1475,2023-02-26,P014,C300,Pernambuco,Online,2,739.38
O1476,2023-04-13,P048,C309,Pará,Online,10,4844.82
O1477,2024-01-17,P057,C336,Santa Catarina,Online,4,3552.83
O1478,2023-09-27,P060,C051,Amazonas,Loja Física,5,3654.22
O1479,2024-01-10,P049,C104,Goiás,Online,1,726.38
O1480,2023-03-04,P027,C282,Rio de Janeiro,Loja Física,9,4878.12
O1481,2024-06-13,P058,C188,Rio Grande do Norte,Online,7,431.77
O1482,2023-05-17,P027,C269,Distrito Federal,Online,3,3035.85
O1483,2024-09-04,P045,C496,Rondônia,Loja Física,1,4783.43
O1484,2022-11-28,P004,C407,Rio de Janeiro,Online,7,2525.63
O1485,2024-07-05,P035,C446,Distrito Federal,Online,3,2244.95
O1486,2022-12-13,P033,C197,Goiás,Loja Física,7,3075.37
O1487,2023-07-15,P014,C095,Acre,Online,10,1167.26
O1488,2023-11-20,P045,C005,Rio Grande do Sul,Loja Física,9,3567.99
O1489,2024-05-02,P034,C133,Ceará,Online,5,3570.45
O1490,2024-06-06,P036,C061,Roraima,Online,1,2714.47
O1491,2024-01-22,P019,C021,Espírito Santo,Online,5,4643.51
O1492,2023-10-21,P018,C448,Rio Grande do Sul,Online,4,4948.73
O1493,2024-01-13,P014,C274,Pará,Online,6,3200.15
O1494,2023-09-16,P024,C167,Amazonas,Loja Física,3,2100.88
O1495,2024-08-26,P040,C151,Maranhão,Online,1,4137.27
O1496,2023-05-23,P015,C375,Bahia,Online,5,4860.86
O1497,2023-06-06,P035,C337,Paraná,Online,7,4733.72
O1498,2023-11-18,P017,C446,Espírito Santo,Online,8,1181.13
O1499,2023-08-21,P018,C105,Mato Grosso,Loja Física,3,2285.67
O1500,2023-03-26,P047,C372,Piauí,Loja Física,3,4520.62
O1501,2023-06-28,P006,C254,Roraima,Loja Física,3,4096.43
O1502,2023-04-21,P012,C097,Mato Grosso,Loja Física,3,3273.06
O1503,2024-11-23,P002,C159,Roraima,Online,7,3468.1
O1504,2024-10-05,P013,C036,Rondônia,Online,7,1301.74
O1505,2024-06-11,P059,C331,Pernambuco,Online,9,772.73
O1506,2024-07-12,P049,C414,Acre,Online,7,1981.55
O1507,2023-02-21,P008,C424,Acre,Online,3,1316.88
O1508,2022-12-21,P006,C138,Rondônia,Online,1,4792.33
O1509,2024-08-15,P007,C278,São Paulo,Loja Física,2,1091.38
O1510,2024-04-21,P031,C389,Mato Grosso,Loja Física,3,1606.19
O1511,2023-10-17,P031,C080,Alagoas,Online,9,3491.0
O1512,2024-03-17,P041,C279,Pará,Online,1,603.8
O1513,2024-07-13,P019,C053,Distrito Federal,Loja Física,3,105.93
O1514,2024-11-22,P015,C013,Alagoas,Loja Física,7,822.14
O1515,2024-10-12,P042,C147,Alagoas,Loja Física,2,2509.92
O1516,2024-10-16,P008,C115,Pará,Loja Física,6,473.82
O1517,2022-12-08,P022,C061,Paraíba,Online,1,3062.08
O1518,2023-05-31,P012,C220,Distrito Federal,Loja Física,10,988.69
O1519,2023-05-05,P028,C077,Minas Gerais,Loja Física,10,4106.06
O1520,2023-01-17,P023,C449,Pará,Loja Física,8,3342.49
O1521,2023-02-12,P060,C136,Rio Grande do Sul,Online,1,4322.4
O1522,2024-03-01,P010,C399,Espírito Santo,Online,6,824.12
O1523,2022-12-22,P029,C370,Rio Grande do Sul,Loja Física,2,654.5
O1524,2023-11-07,P028,C492,São Paulo,Loja Física,3,543.19
O1525,2024-03-04,P009,C094,Paraná,Loja Física,6,1664.65
O1526,2024-04-30,P028,C247,Rio de Janeiro,Loja Física,10,3988.16
O1527,2024-05-25,P022,C071,Rio Grande do Sul,Online,7,2151.43
O1528,2024-10-03,P032,C276,Goiás,Loja Física,9,2727.44
O1529,2023-01-02,P015,C197,Amazonas,Loja Física,9,2931.59
O1530,2023-06-04,P045,C416,São Paulo,Online,2,1252.45
O1531,2024-06-23,P001,C105,Acre,Loja Física,9,2422.24
O1532,2022-12-30,P009,C472,Pará,Online,6,1868.21
O1533,2023-10-04,P055,C444,Paraná,Online,5,2355.9
O1534,2023-11-01,P054,C437,Goiás,Loja Física,4,1132.61
O1535,2023-05-27,P015,C029,São Paulo,Online,2,4814.05
O1536,2024-01-19,P046,C074,Pernambuco,Online,7,1921.25
O1537,2023-05-13,P045,C055,Minas Gerais,Online,8,4203.44
O1538,2024-07-03,P056,C081,Acre,Online,6,792.26
O1539,2024-09-26,P016,C040,Acre,Loja Física,3,3850.55
O1540,2024-07-20,P031,C381,Rondônia,Loja Física,8,2116.46
O1541,2023-01-08,P022,C228,Rio Grande do Sul,Online,5,645.21
O1542,2023-03-14,P004,C452,Espírito Santo,Online,10,3780.55
O1543,2023-12-22,P033,C083,Acre,Loja Física,7,3431.53
O1544,2023-07-08,P057,C233,Goiás,Loja Física,10,2559.17
O1545,2023-05-26,P046,C117,Piauí,Online,5,4868.3
O1546,2024-08-20,P034,C194,Rondônia,Online,7,3133.31
O1547,2024-11-06,P015,C201,Roraima,Online,8,2439.34
O1548,2024-06-16,P042,C329,Pernambuco,Loja Física,3,367.89
O1549,2024-02-16,P024,C332,Piauí,Online,5,631.16
O1550,2023-07-31,P005,C186,Mato Grosso do Sul,Loja Física,1,1273.7
O1551,2024-02-17,P011,C278,Pará,Online,4,3025.84
O1552,2024-03-04,P049,C466,Ceará,Online,9,1088.46
O1553,2024-07-18,P060,C017,Alagoas,Loja Física,2,4885.65
O1554,2024-05-01,P037,C023,Mato Grosso,Loja Física,1,335.44
O1555,2024-08-22,P006,C484,Ceará,Online,6,3783.23
O1556,2023-08-02,P026,C257,Tocantins,Loja Física,7,3655.87
O1557,2023-05-29,P009,C360,Minas Gerais,Online,6,2095.7
O1558,2023-07-18,P048,C258,Pará,Online,1,2977.16
O1559,2024-10-06,P025,C245,Mato Grosso,Online,5,889.99
O1560,2023-03-17,P044,C238,Amazonas,Online,4,4433.57
O1561,2024-04-21,P052,C349,Espírito Santo,Online,3,4967.74
O1562,2024-01-04,P033,C265,São Paulo,Loja Física,8,3948.22
O1563,2023-05-16,P022,C149,Paraíba,Loja Física,1,4464.33
O1564,2023-10-13,P050,C350,Pernambuco,Online,4,4985.35
O1565,2023-07-17,P039,C039,Rondônia,Loja Física,2,4043.16
O1566,2023-06-27,P010,C393,Ceará,Online,8,561.16
O1567,2023-01-12,P021,C087,Ceará,Online,2,1472.57
O1568,2024-02-01,P024,C181,Amazonas,Online,3,3582.21
O1569,2024-02-28,P030,C133,Sergipe,Loja Física,8,3286.43
O1570,2024-10-09,P009,C482,Pará,Loja Física,1,1881.01
O1571,2024-06-19,P019,C206,Piauí,Online,8,1896.99
O1572,2024-11-03,P055,C320,Maranhão,Loja Física,2,3442.78
O1573,2023-04-11,P033,C231,Bahia,Online,10,4889.42
O1574,2024-03-26,P004,C380,Rio Grande do Sul,Online,9,138.92
O1575,2024-05-06,P055,C054,Ceará,Loja Física,3,2893.66
O1576,2023-10-23,P055,C038,Alagoas,Loja Física,8,3378.84
O1577,2024-01-31,P023,C239,Rio Grande do Norte,Loja Física,2,520.53
O1578,2023-12-15,P047,C056,Pernambuco,Loja Física,4,2067.45
O1579,2023-01-01,P005,C163,Maranhão,Loja Física,4,3541.23
O1580,2023-08-20,P031,C059,Bahia,Loja Física,1,2770.9
O1581,2024-04-08,P031,C075,Espírito Santo,Online,6,2884.21
O1582,2024-04-30,P039,C397,Pernambuco,Online,6,3968.84
O1583,2023-09-18,P031,C110,Amapá,Online,1,4767.96
O1584,2024-07-28,P044,C217,Bahia,Loja Física,3,509.6
O1585,2024-01-07,P005,C141,Pernambuco,Online,5,4381.5
O1586,2023-07-31,P029,C447,Piauí,Online,5,1001.98
O1587,2024-05-19,P004,C048,Piauí,Loja Física,5,906.21
O1588,2023-10-15,P023,C483,Piauí,Loja Física,8,2723.98
O1589,2023-10-09,P051,C083,Rio de Janeiro,Loja Física,6,4571.73
O1590,2023-03-21,P037,C200,Santa Catarina,Online,9,3937.05
O1591,2023-07-16,P039,C102,Amazonas,Online,6,3353.91
O1592,2023-09-14,P053,C481,São Paulo,Loja Física,1,837.48
O1593,2023-04-17,P030,C479,Rondônia,Loja Física,6,656.67
O1594,2024-07-03,P044,C209,Bahia,Online,8,4722.29
O1595,2024-01-17,P055,C065,Espírito Santo,Loja Física,10,577.49
O1596,2023-11-28,P014,C382,Tocantins,Loja Física,9,3894.48
O1597,2023-06-01,P039,C194,Tocantins,Loja Física,4,4766.65
O1598,2024-09-15,P044,C296,Acre,Loja Física,6,179.34
O1599,2023-05-20,P058,C158,Distrito Federal,Online,8,3279.67
O1600,2023-07-17,P030,C212,Piauí,Loja Física,6,4158.11
O1601,2024-09-22,P028,C268,Paraná,Loja Física,2,4639.11
O1602,2024-05-28,P030,C220,Paraíba,Online,9,3014.97
O1603,2023-03-18,P035,C224,Pernambuco,Loja Física,7,3207.13
O1604,2024-08-12,P045,C318,Pará,Online,2,539.23
O1605,2023-11-20,P002,C316,Piauí,Online,8,3774.72
O1606,2024-11-05,P040,C475,Goiás,Online,8,2566.47
O1607,2023-01-09,P052,C017,Minas Gerais,Loja Física,7,1138.17
O1608,2024-02-05,P050,C233,Goiás,Loja Física,2,1058.25
O1609,2023-10-12,P031,C487,Pará,Loja Física,8,2123.38
O1610,2023-10-15,P053,C331,Rio de Janeiro,Loja Física,1,4704.12
O1611,2024-02-01,P051,C115,Distrito Federal,Loja Física,5,4410.08
O1612,2024-01-11,P017,C158,Santa Catarina,Loja Física,4,120.37
O1613,2023-03-10,P059,C213,Amapá,Online,1,851.54
O1614,2023-09-23,P024,C431,Santa Catarina,Loja Física,6,935.01
O1615,2023-06-02,P037,C221,Alagoas,Loja Física,4,3119.71
O1616,2023-06-12,P026,C425,Amapá,Loja Física,3,4703.02
O1617,2023-05-02,P025,C373,Roraima,Loja Física,6,2634.66
