VendaID,DataVenda,ProdutoID,ClienteID,Região,Canal,Quantidade,Receita
V1219,2024-10-05,P001,C148,Rio Grande do Sul,Loja Física,7,3424.62
V1220,2022-12-07,P034,C350,Amapá,Online,9,3223.38
V1221,2024-02-16,P055,C222,Mato Grosso do Sul,Loja Física,6,1424.6
V1222,2023-07-06,P052,C051,Bahia,Loja Física,8,3888.44
V1223,2023-11-27,P048,C124,São Paulo,Online,9,1753.29
V1224,2023-12-04,P045,C093,Maranhão,Online,1,4175.28
V1225,2023-11-05,P001,C211,Pará,Online,8,1822.43
V1226,2023-08-19,P047,C146,Bahia,Online,1,216.13
V1227,2023-04-20,P006,C030,Mato Grosso do Sul,Online,10,3226.61
V1228,2023-01-06,P046,C491,Pará,Online,10,736.55
V1229,2023-06-12,P043,C392,Espírito Santo,Online,2,3508.7
V1230,2024-11-27,P017,C151,Rio Grande do Norte,Online,8,4621.21
V1231,2024-09-27,P018,C394,Piauí,Loja Física,5,893.63
V1232,2023-12-04,P005,C142,Paraná,Online,7,2004.09
V1233,2023-02-24,P004,C133,Santa Catarina,Loja Física,3,2258.82
V1234,2024-08-27,P032,C476,Tocantins,Loja Física,3,3262.87
V1235,2023-01-17,P007,C074,Goiás,Loja Física,4,3108.43
V1236,2023-10-05,P007,C468,Rio Grande do Norte,Loja Física,2,270.82
V1237,2023-12-14,P005,C293,São Paulo,Loja Física,8,191.95
V1238,2023-01-24,P032,C077,Espírito Santo,Online,1,3356.57
V1239,2024-02-19,P018,C078,Rio de Janeiro,Loja Física,7,2915.74
V1240,2024-03-30,P033,C363,Paraná,Loja Física,8,2236.68
V1241,2024-05-14,P055,C373,Paraná,Online,9,1206.65
V1242,2023-01-08,P025,C489,Rio de Janeiro,Loja Física,2,2879.5
V1243,2023-03-25,P060,C184,Maranhão,Loja Física,7,370.45
V1244,2023-03-23,P042,C047,Paraíba,Loja Física,2,4221.79
V1245,2024-08-19,P049,C393,Ceará,Online,3,2816.93
V1246,2024-02-08,P025,C339,Tocantins,Loja Física,7,4492.66
V1247,2023-07-21,P041,C353,Paraíba,Loja Física,2,4437.55
V1248,2023-02-02,P029,C377,Tocantins,Online,1,1046.15
V1249,2023-06-08,P047,C304,Alagoas,Loja Física,7,408.66
V1250,2023-02-28,P035,C330,Ceará,Loja Física,9,4828.27
V1251,2024-02-04,P052,C231,Acre,Online,6,374.67
V1252,2024-07-13,P051,C370,Amapá,Loja Física,2,1137.22
V1253,2023-10-17,P042,C342,Distrito Federal,Loja Física,9,829.87
V1254,2024-03-12,P038,C120,Amazonas,Online,3,2495.58
V1255,2024-03-05,P002,C242,Mato Grosso do Sul,Online,4,3536.35
V1256,2024-08-03,P009,C008,Roraima,Online,5,4121.62
V1257,2024-03-22,P007,C234,Mato Grosso do Sul,Online,10,413.39
V1258,2023-05-22,P053,C055,Pará,Loja Física,10,4015.96
V1259,2024-07-22,P015,C033,Rio Grande do Sul,Online,7,1752.98
V1260,2024-01-07,P054,C378,Minas Gerais,Loja Física,6,691.93
V1261,2023-09-19,P044,C295,Goiás,Online,6,4198.49
V1262,2023-11-12,P051,C110,Paraná,Online,10,949.89
V1263,2024-11-02,P005,C062,Bahia,Online,7,923.45
V1264,2023-11-06,P024,C284,Roraima,Loja Física,4,4635.81
V1265,2023-07-16,P003,C069,Pará,Loja Física,3,176.59
V1266,2024-09-26,P032,C042,Acre,Online,3,4638.07
V1267,2024-02-28,P046,C334,Mato Grosso,Loja Física,7,3498.17
V1268,2023-10-27,P051,C396,Sergipe,Online,4,801.13
V1269,2023-07-23,P018,C268,Rio Grande do Norte,Loja Física,4,4696.64
V1270,2024-02-12,P040,C355,Amapá,Online,8,3099.04
V1271,2024-03-24,P006,C322,Santa Catarina,Loja Física,6,2152.05
V1272,2023-01-13,P036,C121,Tocantins,Online,9,4886.28
V1273,2024-03-15,P040,C186,Paraná,Online,8,3874.62
V1274,2024-06-24,P043,C107,Bahia,Online,4,652.13
V1275,2023-02-13,P010,C351,Sergipe,Loja Física,3,882.82
V1276,2024-07-12,P060,C023,Amapá,Loja Física,5,1126.99
V1277,2023-05-08,P017,C172,Mato Grosso do Sul,Loja Física,1,611.66
V1278,2024-03-27,P004,C474,Goiás,Online,3,3948.91
V1279,2023-05-10,P032,C264,Pará,Online,4,3634.88
V1280,2023-06-21,P038,C297,Maranhão,Loja Física,4,3760.73
V1281,2024-04-23,P058,C167,Alagoas,Online,6,1216.13
V1282,2023-01-30,P016,C378,Piauí,Online,7,4467.69
V1283,2023-03-29,P005,C242,Mato Grosso,Loja Física,1,4463.4
V1284,2023-06-02,P010,C111,Mato Grosso do Sul,Loja Física,3,1997.92
V1285,2023-04-12,P009,C235,São Paulo,Online,6,4880.22
V1286,2024-01-30,P013,C172,Rondônia,Online,10,392.29
V1287,2023-01-25,P009,C057,Rio Grande do Norte,Loja Física,7,938.89
V1288,2023-03-29,P022,C113,Ceará,Online,10,4537.33
V1289,2022-11-30,P037,C497,Goiás,Online,2,2117.31
V1290,2023-10-11,P034,C251,Tocantins,Loja Física,8,1467.94
V1291,2023-11-12,P047,C220,São Paulo,Online,4,1703.75
V1292,2024-05-16,P038,C114,Mato Grosso,Online,10,4501.43
V1293,2024-03-03,P027,C023,Amapá,Loja Física,9,264.74
V1294,2023-11-27,P034,C202,Sergipe,Online,8,2526.9
V1295,2023-07-12,P006,C286,Paraná,Online,7,4754.68
V1296,2022-12-23,P009,C184,Ceará,Online,2,178.06
V1297,2023-05-26,P043,C157,Roraima,Loja Física,10,3761.7
V1298,2023-07-09,P002,C233,Rio Grande do Norte,Online,7,1006.23
V1299,2024-05-30,P056,C190,Espírito Santo,Loja Física,1,4315.87
V1300,2023-07-05,P005,C198,Rio de Janeiro,Loja Física,9,260.3
V1301,2024-05-27,P028,C386,Bahia,Online,2,3140.23
V1302,2024-09-25,P022,C377,Amapá,Loja Física,1,643.74
V1303,2023-11-15,P024,C239,Mato Grosso do Sul,Online,6,1895.52
V1304,2023-01-22,P042,C287,Rio de Janeiro,Online,9,3575.75
V1305,2024-05-14,P014,C071,Maranhão,Online,9,656.43
V1306,2023-05-28,P031,C378,Paraná,Online,4,1670.27
V1307,2024-11-14,P058,C137,Distrito Federal,Loja Física,5,366.85
V1308,2023-06-21,P024,C177,Rio Grande do Norte,Loja Física,9,2680.74
V1309,2024-07-31,P008,C241,Rio de Janeiro,Loja Física,8,3142.66
V1310,2024-08-03,P052,C345,Rio de Janeiro,Online,4,4470.33
V1311,2024-03-27,P030,C045,Amazonas,Loja Física,3,1513.03
V1312,2024-02-29,P005,C056,Roraima,Loja Física,2,3515.7
V1313,2024-04-24,P032,C078,Tocantins,Online,5,2141.03
V1314,2024-08-13,P044,C278,Rondônia,Loja Física,6,2158.64
V1315,2024-11-22,P048,C331,Acre,Loja Física,4,408.45
V1316,2023-04-30,P056,C411,Alagoas,Loja Física,7,2935.65
V1317,2023-10-24,P042,C331,Rio Grande do Sul,Loja Física,8,3007.45
V1318,2023-02-25,P045,C272,Santa Catarina,Loja Física,8,1590.0
V1319,2024-01-24,P009,C460,Rio Grande do Sul,Loja Física,3,3967.41
V1320,2023-05-21,P015,C248,Paraíba,Loja Física,1,826.86
V1321,2024-04-14,P019,C234,Roraima,Online,9,1497.71
V1322,2023-03-23,P012,C430,Rio de Janeiro,Online,3,1265.74
V1323,2024-11-02,P003,C163,Mato Grosso,Online,8,1376.0
V1324,2023-06-22,P012,C106,Goiás,Online,6,4892.31
V1325,2024-08-31,P010,C191,Rio Grande do Norte,Online,9,1577.64
V1326,2023-03-18,P059,C013,Pernambuco,Loja Física,3,4744.17
V1327,2023-01-22,P060,C164,Rondônia,Online,9,4880.45
V1328,2023-01-13,P022,C332,Rio de Janeiro,Loja Física,8,4490.29
V1329,2023-04-05,P049,C294,Minas Gerais,Online,10,3669.86
V1330,2024-08-04,P060,C227,Maranhão,Online,8,4510.85
V1331,2023-07-24,P009,C348,Goiás,Online,5,221.5
V1332,2024-03-04,P040,C431,Alagoas,Loja Física,6,553.16
V1333,2024-07-01,P004,C312,Espírito Santo,Online,10,2679.53
V1334,2024-08-29,P051,C480,Paraná,Loja Física,4,210.49
V1335,2024-02-13,P035,C435,Rio Grande do Norte,Online,9,2032.68
V1336,2024-11-12,P032,C163,Mato Grosso do Sul,Online,6,2048.03
V1337,2023-07-10,P046,C438,Piauí,Loja Física,7,1926.87
V1338,2023-11-04,P019,C177,Paraíba,Loja Física,8,4384.08
V1339,2023-03-04,P006,C111,São Paulo,Loja Física,7,4038.06
V1340,2023-11-27,P019,C084,Rio Grande do Sul,Loja Física,7,783.88
V1341,2024-05-15,P038,C307,Amazonas,Online,4,1585.83
V1342,2023-07-22,P056,C269,Maranhão,Online,10,3804.96
V1343,2024-05-24,P006,C004,Piauí,Loja Física,7,956.98
V1344,2023-10-06,P030,C364,Mato Grosso,Online,4,1011.43
V1345,2023-06-27,P025,C149,Goiás,Loja Física,1,4131.72
V1346,2023-12-21,P020,C428,Mato Grosso,Loja Física,8,2840.48
V1347,2024-01-21,P030,C115,Acre,Online,3,1387.12
V1348,2023-12-16,P041,C428,Espírito Santo,Loja Física,2,3303.68
V1349,2023-11-03,P058,C148,Piauí,Online,8,4543.29
V1350,2023-01-29,P042,C126,Acre,Online,5,2515.95
V1351,2024-03-06,P005,C307,São Paulo,Loja Física,10,2454.38
V1352,2022-12-28,P028,C445,Bahia,Loja Física,2,1928.69
V1353,2024-10-18,P047,C295,Acre,Loja Física,3,2950.11
V1354,2023-10-29,P010,C164,Rio Grande do Norte,Online,6,900.21
V1355,2024-06-20,P018,C185,Piauí,Loja Física,1,1520.3
V1356,2023-08-05,P034,C328,Amazonas,Online,3,3846.98
V1357,2024-03-10,P039,C386,Roraima,Loja Física,6,4151.43
V1358,2023-06-10,P044,C410,Ceará,Loja Física,6,569.58
V1359,2022-12-18,P038,C181,Santa Catarina,Online,1,771.05
V1360,2023-02-06,P019,C191,Paraná,Loja Física,7,1767.53
V1361,2023-05-24,P059,C084,Pará,Online,3,2566.58
V1362,2024-05-04,P054,C097,Rio Grande do Sul,Online,7,2356.41
V1363,2024-09-07,P005,C060,Santa Catarina,Online,1,2449.64
V1364,2024-09-26,P020,C354,Paraíba,Online,8,4459.66
V1365,2024-02-17,P039,C268,Paraná,Loja Física,3,3578.48
V1366,2024-02-27,P002,C382,Santa Catarina,Online,4,730.7
V1367,2022-12-14,P045,C073,Rio de Janeiro,Online,5,714.19
V1368,2024-07-14,P009,C041,Piauí,Online,2,192.15
V1369,2024-05-03,P031,C388,Piauí,Online,4,628.31
V1370,2024-08-27,P051,C338,Distrito Federal,Online,8,682.72
V1371,2023-06-25,P017,C023,Amazonas,Loja Física,1,3797.3
V1372,2024-02-18,P051,C064,Mato Grosso do Sul,Online,10,4515.76
V1373,2022-12-29,P012,C344,Paraíba,Online,2,813.23
V1374,2024-07-12,P048,C483,Bahia,Loja Física,6,886.73
V1375,2024-07-07,P033,C400,São Paulo,Online,9,2894.15
V1376,2023-04-13,P007,C420,Mato Grosso,Online,9,1163.29
V1377,2023-11-28,P013,C494,Ceará,Online,9,121.21
V1378,2024-01-05,P047,C051,Tocantins,Loja Física,6,3520.85
V1379,2024-04-17,P012,C226,Minas Gerais,Online,3,4190.24
V1380,2023-11-06,P025,C218,Tocantins,Online,7,652.94
V1381,2024-11-08,P021,C064,Rio Grande do Norte,Online,9,765.97
V1382,2023-07-02,P049,C185,Rio de Janeiro,Loja Física,9,3638.47
V1383,2023-04-17,P006,C168,Sergipe,Online,7,1489.7
V1384,2024-02-25,P039,C377,Ceará,Loja Física,4,2814.19
V1385,2023-11-01,P019,C438,Piauí,Online,2,4484.3
V1386,2024-04-04,P052,C244,Minas Gerais,Loja Física,3,162.65
V1387,2024-08-21,P044,C252,Minas Gerais,Online,7,2246.49
V1388,2023-12-14,P043,C347,Amazonas,Online,3,2034.58
V1389,2023-02-06,P045,C303,Pará,Online,2,1882.18
V1390,2023-11-28,P013,C174,Tocantins,Loja Física,2,1241.06
V1391,2023-08-25,P028,C372,Sergipe,Loja Física,10,3008.88
V1392,2023-10-11,P049,C405,Rio Grande do Sul,Loja Física,6,2431.55
V1393,2023-08-13,P039,C487,Pernambuco,Loja Física,9,1466.56
V1394,2023-08-04,P050,C233,Pará,Online,5,2497.77
V1395,2024-05-01,P015,C322,Rondônia,Online,2,3715.21
V1396,2023-02-17,P054,C035,Sergipe,Online,3,1974.9
V1397,2024-09-24,P044,C168,Rondônia,Loja Física,10,3153.84
V1398,2023-04-01,P049,C040,Minas Gerais,Loja Física,8,1089.47
V1399,2023-08-11,P043,C255,Sergipe,Loja Física,9,1783.72
V1400,2023-10-13,P056,C277,Goiás,Online,1,4954.49
V1401,2024-05-19,P057,C469,Pará,Loja Física,8,1641.34
V1402,2023-12-17,P025,C227,Rio Grande do Norte,Online,1,966.66
V1403,2023-07-09,P043,C441,Paraná,Loja Física,3,2508.25
V1404,2024-04-25,P009,C160,Rio de Janeiro,Loja Física,8,3843.65
V1405,2023-10-05,P037,C346,Sergipe,Loja Física,8,2855.05
V1406,2024-08-20,P011,C260,Amapá,Loja Física,5,2523.99
V1407,2024-07-10,P025,C316,Minas Gerais,Loja Física,5,1670.37
V1408,2024-01-29,P002,C303,Amapá,Online,6,1809.5
V1409,2022-12-26,P048,C299,Acre,Loja Física,7,577.02
V1410,2023-11-16,P023,C183,Piauí,Loja Física,1,3340.08
V1411,2023-02-04,P016,C121,Espírito Santo,Loja Física,10,516.21
V1412,2023-07-30,P045,C034,Ceará,Online,6,931.92
V1413,2023-06-12,P035,C167,Amapá,Loja Física,7,2883.44
V1414,2023-08-06,P058,C216,Bahia,Online,8,2981.15
V1415,2023-02-26,P021,C194,Mato Grosso,Loja Física,6,2905.44
V1416,2024-07-20,P052,C251,Pará,Online,6,2533.98
V1417,2023-10-07,P052,C392,Minas Gerais,Loja Física,3,3112.66
V1418,2024-09-29,P024,C497,Piauí,Online,8,3213.68
V1419,2024-01-01,P051,C039,Santa Catarina,Online,5,1399.26
V1420,2024-08-29,P020,C294,Pernambuco,Online,10,3740.15
V1421,2022-11-28,P006,C368,Mato Grosso,Online,10,1750.51
V1422,2024-04-21,P005,C291,Rio Grande do Sul,Loja Física,7,1127.72
V1423,2024-10-03,P051,C040,Espírito Santo,Loja Física,9,4040.22
V1424,2024-01-23,P028,C340,Goiás,Loja Física,4,2130.14
V1425,2023-11-21,P017,C320,Distrito Federal,Loja Física,9,984.94
V1426,2023-10-14,P002,C322,Rio de Janeiro,Online,10,2546.1
V1427,2023-01-09,P043,C493,Santa Catarina,Loja Física,5,4692.1
V1428,2023-04-22,P035,C415,Mato Grosso do Sul,Loja Física,10,3660.41
V1429,2024-01-04,P004,C268,Tocantins,Loja Física,8,823.94
V1430,2023-09-05,P010,C383,Minas Gerais,Loja Física,7,2110.28
V1431,2024-03-25,P056,C426,Amazonas,Online,7,1407.98
V1432,2024-07-07,P019,C331,Roraima,Loja Física,10,1257.04
V1433,2023-12-20,P016,C059,Rondônia,Online,1,1303.37
V1434,2024-03-27,P053,C159,Rio Grande do Norte,Loja Física,9,4957.34
V1435,2023-11-06,P028,C332,Amapá,Online,3,1436.29
V1436,2024-07-10,P002,C133,Rio Grande do Sul,Loja Física,9,962.33
V1437,2023-01-07,P055,C022,São Paulo,Loja Física,1,371.1
V1438,2023-05-05,P058,C043,Maranhão,Loja Física,2,4512.82
V1439,2023-06-23,P027,C460,Paraíba,Online,7,4721.49
V1440,2024-01-28,P047,C432,Rondônia,Online,2,2897.77
V1441,2023-03-09,P033,C478,Pará,Loja Física,8,4434.37
V1442,2024-11-17,P016,C308,Pará,Loja Física,6,4178.44
V1443,2023-07-09,P048,C200,Rio Grande do Sul,Online,7,1168.24
V1444,2023-11-03,P007,C090,Tocantins,Loja Física,8,2101.04
V1445,2024-10-12,P056,C302,Amapá,Loja Física,9,1936.05
V1446,2024-05-23,P008,C163,Goiás,Loja Física,8,3445.42
V1447,2023-12-09,P018,C451,Rio Grande do Sul,Online,6,2428.59
V1448,2023-03-02,P024,C421,Ceará,Online,10,270.57
V1449,2022-12-20,P048,C340,Rio Grande do Sul,Online,4,1339.62
V1450,2024-03-31,P025,C159,Espírito Santo,Loja Física,2,2721.06
V1451,2024-03-14,P016,C440,Rio Grande do Norte,Loja Física,1,4557.97
V1452,2024-08-09,P026,C475,Bahia,Loja Física,2,4687.98
V1453,2023-06-01,P049,C121,Ceará,Online,3,4587.86
V1454,2024-06-01,P041,C163,Rio Grande do Sul,Loja Física,1,1442.78
V1455,2023-03-31,P006,C422,Paraná,Loja Física,8,3711.02
V1456,2023-07-27,P060,C431,Maranhão,Loja Física,2,4139.56
V1457,2024-01-29,P045,C134,Distrito Federal,Online,6,2162.27
V1458,2022-12-08,P047,C417,Goiás,Loja Física,8,3506.53
V1459,2024-01-30,P049,C027,Espírito Santo,Online,8,3975.99
V1460,2023-10-10,P009,C002,Pernambuco,Online,5,1637.24
V1461,2023-02-08,P006,C057,Roraima,Online,9,3596.46
V1462,2023-05-21,P050,C426,Espírito Santo,Online,10,3460.19
V1463,2024-09-11,P051,C481,Maranhão,Loja Física,8,4380.18
V1464,2024-11-06,P009,C134,Roraima,Loja Física,5,1073.45
V1465,2023-02-24,P027,C189,Roraima,Loja Física,7,4729.31
V1466,2023-11-21,P057,C293,Alagoas,Online,1,4623.25
V1467,2023-02-27,P042,C314,Espírito Santo,Online,2,4873.23
V1468,2024-04-14,P013,C135,Rio de Janeiro,Online,1,2065.07
V1469,2024-09-04,P028,C308,Bahia,Online,2,4794.36
V1470,2023-03-27,P011,C485,Mato Grosso,Online,1,3621.06
V1471,2023-12-20,P028,C396,Rio Grande do Norte,Loja Física,2,1199.97
V1472,2024-11-21,P014,C098,Santa Catarina,Loja Física,5,3757.57
V1473,2024-06-06,P025,C067,Piauí,Online,10,1156.28
V1474,2023-07-12,P053,C145,São Paulo,Online,7,983.81
V1475,2023-12-28,P051,C075,Acre,Loja Física,5,1253.88
V1476,2024-05-28,P029,C465,Alagoas,Loja Física,10,3452.91
V1477,2023-06-28,P030,C044,Acre,Loja Física,3,4370.07
V1478,2023-10-16,P045,C204,Minas Gerais,Online,7,3571.42
V1479,2024-09-06,P048,C306,Bahia,Online,2,2829.3
V1480,2023-12-07,P004,C171,Alagoas,Loja Física,6,4984.02
V1481,2023-11-29,P043,C496,Rio Grande do Sul,Online,1,1342.92
V1482,2023-06-05,P040,C196,Ceará,Loja Física,6,747.97
V1483,2023-11-17,P058,C287,Amapá,Online,5,932.35
V1484,2024-01-30,P032,C477,Maranhão,Loja Física,3,539.28
V1485,2023-03-20,P046,C272,Piauí,Online,5,672.53
V1486,2023-09-21,P003,C066,Sergipe,Loja Física,6,4638.56
V1487,2023-04-25,P019,C463,Bahia,Loja Física,9,1633.75
V1488,2024-11-13,P058,C085,Maranhão,Loja Física,3,2822.81
V1489,2024-03-07,P060,C337,Espírito Santo,Loja Física,1,1025.71
V1490,2023-12-27,P004,C118,Roraima,Online,8,1375.1
V1491,2024-06-29,P046,C240,Piauí,Online,8,299.88
V1492,2024-10-10,P023,C364,Goiás,Loja Física,8,2515.64
V1493,2023-03-14,P055,C369,Rondônia,Online,6,558.53
V1494,2024-09-29,P056,C146,Roraima,Online,9,4130.6
V1495,2023-01-21,P037,C457,Minas Gerais,Online,10,4990.22
V1496,2023-06-30,P001,C270,Paraná,Online,7,4610.02
V1497,2024-07-20,P016,C394,Sergipe,Online,6,227.21
V1498,2024-08-02,P044,C349,Pará,Loja Física,6,2992.66
V1499,2024-09-21,P007,C429,Maranhão,Online,1,497.21
V1500,2023-10-16,P054,C363,Minas Gerais,Loja Física,8,3178.95
V1501,2023-08-18,P018,C305,Minas Gerais,Online,6,4851.88
V1502,2024-11-22,P042,C319,Rio Grande do Norte,Loja Física,10,733.67
V1503,2024-07-31,P056,C025,Rio Grande do Sul,Loja Física,6,4010.92
V1504,2023-12-27,P048,C037,Goiás,Loja Física,2,2054.41
V1505,2023-06-23,P012,C123,Paraná,Loja Física,2,200.51
V1506,2024-08-26,P014,C084,Pernambuco,Loja Física,5,3271.12
V1507,2022-11-29,P042,C079,Pará,Loja Física,8,4025.39
V1508,2023-07-05,P048,C413,Ceará,Online,6,3361.05
V1509,2024-06-13,P054,C189,Distrito Federal,Online,8,2282.67
V1510,2023-07-17,P025,C244,Bahia,Loja Física,2,3806.8
V1511,2024-09-08,P052,C189,Mato Grosso do Sul,Online,7,3190.36
V1512,2024-02-26,P006,C021,Distrito Federal,Loja Física,8,3414.56
V1513,2024-02-21,P042,C352,Rio de Janeiro,Online,8,2683.67
V1514,2024-04-23,P042,C269,Amazonas,Loja Física,8,2243.04
V1515,2023-12-13,P059,C411,Sergipe,Loja Física,3,4922.51
V1516,2024-09-30,P044,C463,Ceará,Online,9,2195.89
V1517,2023-03-23,P037,C025,Goiás,Online,1,2615.73
V1518,2023-11-09,P033,C218,Piauí,Online,8,3338.19
V1519,2024-01-20,P037,C417,Bahia,Loja Física,5,2969.28
V1520,2023-12-09,P050,C258,Acre,Online,8,979.81
V1521,2023-08-23,P012,C432,Pernambuco,Online,2,2139.63
V1522,2023-08-13,P046,C153,Maranhão,Loja Física,8,3156.67
V1523,2024-01-30,P017,C175,Rio Grande do Sul,Online,4,1006.93
V1524,2024-07-12,P048,C310,Bahia,Online,7,2718.44
V1525,2024-01-24,P001,C203,Pará,Online,3,3313.42
V1526,2023-09-16,P030,C355,Pernambuco,Loja Física,5,3130.65
V1527,2023-11-16,P040,C185,Rio de Janeiro,Loja Física,5,529.41
V1528,2024-11-21,P009,C008,Tocantins,Online,1,3510.56
V1529,2023-08-04,P013,C440,Acre,Online,8,3278.25
V1530,2024-10-03,P042,C124,Piauí,Online,2,1574.5
V1531,2023-04-23,P030,C076,Sergipe,Loja Física,1,670.65
V1532,2024-05-22,P058,C079,São Paulo,Loja Física,8,2410.3
V1533,2023-06-01,P056,C231,Mato Grosso,Online,4,1544.67
V1534,2024-02-15,P054,C427,Pernambuco,Online,6,138.58
V1535,2023-09-21,P041,C434,Rio de Janeiro,Loja Física,7,4258.22
V1536,2023-05-28,P048,C297,Mato Grosso do Sul,Loja Física,1,2488.73
V1537,2024-09-22,P032,C263,Mato Grosso,Loja Física,4,3600.02
V1538,2024-07-22,P034,C010,Piauí,Loja Física,9,411.2
V1539,2023-10-13,P058,C332,Piauí,Loja Física,2,2524.47
V1540,2022-12-31,P042,C178,Rio Grande do Norte,Loja Física,1,890.53
V1541,2023-08-02,P047,C099,Sergipe,Loja Física,8,1237.31
V1542,2024-06-28,P015,C301,Minas Gerais,Loja Física,10,4281.92
V1543,2023-11-30,P046,C337,Rio Grande do Norte,Online,5,3642.68
V1544,2024-05-28,P025,C492,Piauí,Loja Física,8,4018.8
V1545,2024-11-06,P055,C083,Mato Grosso do Sul,Online,5,3484.42
V1546,2024-08-19,P006,C342,Sergipe,Online,3,1077.47
V1547,2023-09-20,P039,C252,Pará,Loja Física,8,1587.89
V1548,2023-09-23,P014,C286,Amapá,Online,6,4416.44
V1549,2024-04-26,P023,C347,Roraima,Online,9,256.65
V1550,2024-08-04,P005,C173,Piauí,Online,10,1210.78
V1551,2024-08-26,P036,C115,Sergipe,Loja Física,6,3945.94
V1552,2024-04-17,P050,C024,Paraná,Loja Física,3,4281.7
V1553,2023-03-26,P056,C264,Mato Grosso do Sul,Online,1,4640.5
V1554,2023-12-17,P029,C410,Rio Grande do Norte,Online,2,3930.1
V1555,2022-12-26,P040,C401,Pará,Online,9,616.51
V1556,2023-03-06,P041,C061,Tocantins,Loja Física,3,3668.91
V1557,2023-12-23,P046,C227,Paraná,Loja Física,2,856.05
V1558,2024-02-29,P024,C172,Santa Catarina,Online,2,4258.12
V1559,2023-08-12,P029,C497,Piauí,Online,4,4190.59
V1560,2024-10-03,P031,C175,Ceará,Online,2,1403.48
V1561,2023-02-13,P046,C387,Piauí,Loja Física,4,842.89
V1562,2024-10-07,P049,C272,Piauí,Online,3,4028.67
V1563,2024-09-14,P027,C471,Piauí,Loja Física,9,3993.58
V1564,2023-11-04,P024,C484,Acre,Loja Física,3,3873.74
V1565,2023-02-13,P046,C413,Distrito Federal,Online,2,1757.69
V1566,2024-01-10,P026,C396,Roraima,Loja Física,1,2027.0
V1567,2024-11-04,P003,C339,Espírito Santo,Online,10,383.27
V1568,2023-11-17,P041,C366,Rio Grande do Sul,Loja Física,7,2069.81
V1569,2022-12-09,P044,C359,Goiás,Loja Física,6,4555.23
V1570,2024-06-11,P001,C424,Bahia,Online,7,2286.33
V1571,2023-03-19,P014,C455,Goiás,Loja Física,6,4449.61
V1572,2023-10-12,P051,C333,Pernambuco,Online,5,512.98
V1573,2024-10-04,P035,C172,Pernambuco,Online,9,4960.43
V1574,2024-04-19,P019,C110,Amazonas,Loja Física,9,1769.47
V1575,2023-03-27,P041,C082,Acre,Online,9,3003.27
V1576,2023-01-25,P016,C427,Paraná,Loja Física,7,4936.08
V1577,2023-11-27,P008,C375,Amapá,Loja Física,5,3172.25
V1578,2024-07-27,P023,C064,Amapá,Online,8,1560.01
V1579,2023-06-21,P048,C003,Rio Grande do Norte,Loja Física,4,4046.4
V1580,2023-08-17,P038,C290,Rio de Janeiro,Online,6,1566.09
V1581,2024-03-26,P043,C402,Santa Catarina,Online,7,2646.37
V1582,2024-05-19,P016,C054,Maranhão,Online,6,2326.12
V1583,2023-10-02,P010,C365,Piauí,Loja Física,2,552.02
V1584,2024-04-15,P028,C455,Rondônia,Loja Física,4,2286.2
V1585,2023-01-29,P024,C347,Distrito Federal,Loja Física,10,2838.95
V1586,2024-09-19,P050,C203,Bahia,Loja Física,7,4982.91
V1587,2023-08-10,P045,C477,Sergipe,Loja Física,3,807.3
V1588,2024-09-20,P009,C249,Rio de Janeiro,Loja Física,3,4843.36
V1589,2024-05-04,P033,C442,Distrito Federal,Online,4,2331.62
V1590,2024-09-25,P003,C383,Roraima,Loja Física,2,3047.84
V1591,2024-01-16,P027,C057,Pará,Loja Física,10,1518.99
V1592,2023-09-19,P034,C079,Pará,Loja Física,5,4956.0
V1593,2023-07-31,P020,C151,Sergipe,Online,3,796.49
V1594,2024-03-28,P038,C216,Amapá,Loja Física,5,1156.35
V1595,2024-06-08,P053,C379,Sergipe,Online,2,2782.93
V1596,2024-10-17,P005,C446,Amapá,Loja Física,8,2907.99
V1597,2024-07-09,P037,C232,Maranhão,Loja Física,8,4188.85
V1598,2023-12-12,P054,C311,Rondônia,Online,9,3218.66
V1599,2024-10-05,P049,C231,Minas Gerais,Loja Física,3,4345.09
V1600,2024-01-22,P021,C046,Rio Grande do Sul,Loja Física,7,1240.83
V1601,2022-12-25,P026,C174,Goiás,Online,8,3705.97
V1602,2024-03-21,P042,C046,Roraima,Online,10,3187.54
V1603,2023-01-20,P050,C363,Ceará,Online,9,517.24
V1604,2023-05-29,P040,C278,Mato Grosso,Online,10,2656.59
V1605,2024-04-01,P049,C244,Distrito Federal,Online,2,3325.45
V1606,2024-05-12,P035,C093,Acre,Loja Física,4,1301.9
V1607,2024-11-12,P046,C430,Mato Grosso,Loja Física,2,4053.91
V1608,2023-07-09,P039,C165,Pernambuco,Online,8,4323.67
V1609,2023-05-23,P002,C175,Piauí,Online,7,217.88
V1610,2024-06-30,P034,C163,Pernambuco,Loja Física,2,661.76
V1611,2023-02-06,P007,C278,Roraima,Loja Física,3,995.08
V1612,2023-10-31,P050,C046,Rondônia,Loja Física,7,3425.18
V1613,2023-02-12,P004,C315,Maranhão,Online,1,3595.17
V1614,2024-07-10,P020,C200,Pará,Loja Física,3,2122.83
V1615,2024-04-03,P021,C133,Pernambuco,Online,1,1092.54
V1616,2024-05-27,P049,C306,Mato Grosso,Online,8,2592.24
